Code	Country	PTJ1 (wds)	PTJ2 (wds)	SMK1 (wds)	SMK2 (wds)	Self Ev	Sex	Age	Grade/Degree	Yrs of Stay (< Yrs)	ENS Type	Major/ Occupation	Acad. Genre	Test	Score	VST	CEFR	INTM	INSM	INTM+INSM	INTM-INSM	Primary	Secondary	College	Inschool	Outschool	Listening	Reading	Speaking	Writing	NS	Pronunciation	Presentation	EssayW
SM_HKG_023	HKG	106	125	108	106	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	46	B1_2	4.33	5.17	9.5	-0.84	2	4	4.3	4.33	3.44	4.75	4.5	2.25	5	5	2	1	3
SM_HKG_024	HKG	122	136	121	110	1	F	20	3	0.5	N/A	English	Humanities	IELTS	8 	44	B2_0	4.67	3.83	8.5	0.84	2.5	3.9	4.9	4.44	3.89	4.75	4.5	4	4.25	2	3	3	4
SM_HKG_025	HKG	155	166	138	126	2	F	21	3	2+	N/A	English	Humanities	IELTS	8 	47	B2_0	5	4.67	9.67	0.33	3	3.9	4.8	4.56	3.78	4.75	5	3.25	4.25	4	4	5	6
SM_HKG_026	HKG	94	92	97	99	1	F	21	3	N/A	N/A	English	Humanities	IELTS	8 	43	B2_0	3.33	5.17	8.5	-1.84	2	2.8	3.1	3.67	2	3.25	3.5	1.75	3.25	6	5	5	5
SM_HKG_027	HKG	118	119	107	113	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	47	B2_0	5.17	3.83	9	1.34	3.5	3.9	4.3	4.67	3.33	3.75	4.5	3.25	4.75	4	4	4	5
SM_HKG_028	HKG	148	181	128	121	1	F	20	3	N/A	N/A	Electronics and Telecommunication	Sciences & Technology	N/A	N/A	45	B1_2	5	4.67	9.67	0.33	1.5	3.8	5.1	4	4.22	5	4.5	3.75	4.5	6	6	5	6
SM_HKG_029	HKG	133	128	114	121	1	M	22	4	N/A	N/A	Chinese Language Education	Humanities	N/A	N/A	40	B1_2	4.17	5	9.17	-0.83	1.5	3.9	4.1	3.22	4.22	4.75	4	3.25	4	2	6	5	6
SM_HKG_030	HKG	132	140	136	130	2	F	22	3	1	N/A	English	Humanities	N/A	N/A	43	B1_2	5	4.17	9.17	0.83	3	4	5.1	4.89	3.89	4.75	4.5	4	5	5	6	5	6
SM_HKG_031	HKG	134	136	127	126	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	41	B1_2	4.17	3	7.17	1.17	1.5	3.4	2.9	3.67	2.22	4.25	3.25	2.25	2.75	5	3	4	3
SM_HKG_032	HKG	147	176	142	157	1	F	21	3	N/A	N/A	English Studies	Humanities	N/A	N/A	38	B1_2	4.17	4.5	8.67	-0.33	2.5	4.1	6	5	4.56	5.25	5.25	4.75	5	5	5	5	5
SM_HKG_033	HKG	87	106	79	94	1	F	21	3	N/A	N/A	English	Humanities	N/A	N/A	44	B1_2	4.33	5.5	9.83	-1.17	2.5	4.6	5	4.78	4.33	5.25	5.5	4	4.5	5	5	5	5
SM_HKG_034	HKG	149	138	110	114	1	F	21	3	N/A	N/A	English	Humanities	N/A	N/A	43	B1_2	5.83	4.83	10.66	1	2	3.9	5.5	4.56	4.22	4.25	5.5	3.5	5.5	5	4	5	6
SM_HKG_035	HKG	118	130	114	120	1	F	22	4	0.5	N/A	English	Humanities	IELTS	8 	46	B2_0	5.17	4.83	10	0.34	5	4.8	5.3	5.33	4.67	5	5.75	4.75	4.5	6	6	6	6
SM_HKG_036	HKG	156	160	134	148	2	M	21	3	0.5	N/A	English Studies 	Humanities	IELTS	8 	35	B2_0	4.17	5.17	9.34	-1	2	1.8	4.1	3.44	2.22	2.75	3.5	3	2.5	5	5	5	5
SM_HKG_037	HKG	88	135	69	102	1	F	21	3	N/A	N/A	English Studies 	Humanities	N/A	N/A	46	B1_2	4.33	5	9.33	-0.67	2	3.1	4	3.67	3.11	4	3.75	3.5	3	6	6	6	6
SM_HKG_038	HKG	156	168	132	139	1	F	20	3	0.5	N/A	English	Humanities	IELTS	8 	45	B2_0	5.5	6	11.5	-0.5	6	4.1	6	4.89	5.44	5.25	5	4.75	5.25	6	6	6	6
SM_HKG_039	HKG	164	165	135	144	1	M	21	3	N/A	N/A	English	Humanities	TOEFL (iBT)	92 	46	B2_0	5.5	4.67	10.17	0.83	5.5	4.9	4.1	4.56	4.67	4.75	4.25	4.25	4.75	5	5	5	5
SM_HKG_040	HKG	115	114	114	101	1	F	22	2	2+	N/A	English	Humanities	IELTS	7 	41	B2_0	5.17	5.17	10.34	0	4	4.9	5.4	5.44	4.56	5	5.5	4.75	5.25	5	5	5	5
SM_HKG_041	HKG	117	107	101	100	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	3.83	4	7.83	-0.17	1.5	4	4.8	4.44	3.67	4.5	4.5	3.5	5	4	4	3	5
SM_HKG_042	HKG	168	159	150	158	1	F	21	3	N/A	N/A	English Education	Humanities	N/A	N/A	38	B1_2	4.17	4.5	8.67	-0.33	2.5	4.1	4.8	4.78	3.67	4.75	4.5	4	4.5	6	5	5	5
SM_HKG_043	HKG	107	151	113	126	1	F	22	3	2+	N/A	English Studies 	Humanities	IELTS	8 	45	B2_0	5.83	4.17	10	1.66	2	5	4.1	5	3.56	4.5	4.75	4.5	4.5	4	5	6	6
SM_HKG_044	HKG	146	137	135	143	1	M	21	3	N/A	N/A	English	Humanities	IELTS	8 	41	B2_0	4.5	4.83	9.33	-0.33	3	3.1	5.5	4.22	4.11	4.5	4.5	3.75	4.5	6	4	5	6
SM_HKG_045	HKG	123	122	121	123	1	F	22	3	N/A	N/A	English	Humanities	IELTS	8 	35	B2_0	4	4.83	8.83	-0.83	1	4.1	5.1	4.44	4	4.5	5	4	5	4	4	5	5
SM_HKG_046	HKG	140	151	118	122	2	F	20	3	0.5	N/A	English Education	Humanities	N/A	N/A	45	B1_2	4.5	5	9.5	-0.5	2.5	3.5	4.1	3.89	3.44	4.25	4.75	3.25	3	6	5	5	5
SM_HKG_047	HKG	156	148	122	146	2	F	19	2	0.5	N/A	English	Humanities	IELTS	7 	35	B2_0	4.33	4.67	9	-0.34	2	3.9	5.4	4.44	4.22	5	4.5	4.25	4.75	4	5	5	5
SM_HKG_048	HKG	150	201	118	152	1	F	20	3	0.5	N/A	English	Humanities	N/A	N/A	41	B1_2	5.33	5	10.33	0.33	2.5	3.3	4.4	4.11	3.22	4.25	4.75	3.25	3	4	3	4	5
SM_HKG_049	HKG	173	165	160	152	1	F	20	3	N/A	N/A	English Education	Humanities	N/A	N/A	35	B1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SM_HKG_050	HKG	103	120	96	98	1	F	21	3	N/A	N/A	English	Humanities	N/A	N/A	44	B1_2	4.17	2.83	7	1.34	2	4.6	5	5.67	3.33	5	4.75	4.75	4.75	4	5	4	5
SM_IDN_001	IDN	70	103	78	75	1	F	21	4	N/A	N/A	Letters	Humanities	N/A	N/A	33	B1_1	4.67	5.17	9.84	-0.5	2.5	3.38	5	4.11	3.89	4.75	5.25	4	2.75	3	4	5	3
SM_IDN_002	IDN	55	36	81	69	1	F	23	4	N/A	N/A	Letters	Humanities	N/A	N/A	34	B1_1	5	4.67	9.67	0.33	3	4.5	5.63	5.56	4.11	5	5.25	5.25	4.75	2	6	6	6
SM_IDN_003	IDN	163	176	160	151	3	F	21	2	N/A	N/A	Business	Social Sciences	N/A	N/A	30	B1_1	6	5.5	11.5	0.5	2	3.75	5.75	4.89	4	4.5	5	4.75	4.75	5	4	5	4
SM_IDN_004	IDN	123	137	124	118	1	M	20	2	N/A	N/A	Business	Social Sciences	N/A	N/A	33	B1_1	5	5	10	0	3.5	4	5	5.33	3.44	4.5	4.5	4.5	4.5	3	5	6	4
SM_IDN_005	IDN	71	89	85	73	2	F	21	3	N/A	N/A	Business	Social Sciences	N/A	N/A	38	B1_2	5.67	5	10.67	0.67	3.5	5.38	6	5.22	5.67	5.75	5.5	5.75	5.75	6	6	6	6
SM_IDN_006	IDN	87	90	92	113	2	M	21	2	N/A	N/A	Business	Social Sciences	N/A	N/A	40	B1_2	5.67	4.83	10.5	0.84	4.5	5.13	5.38	5.44	4.89	5.5	5.5	4.75	5.25	6	6	6	6
SM_IDN_007	IDN	124	124	139	142	3	F	20	1	N/A	N/A	Business	Social Sciences	N/A	N/A	39	B1_2	5	4.83	9.83	0.17	1	3.13	5.25	4.22	3.44	4.5	4.25	4	4	4	5	5	5
SM_IDN_008	IDN	68	87	79	93	1	F	21	1	N/A	N/A	Business	Social Sciences	N/A	N/A	35	B1_1	5.33	5.17	10.5	0.16	2.5	4	4.63	4.22	4	4.5	4.25	4.25	4.25	5	5	5	5
SM_IDN_009	IDN	87	87	82	86	2	M	18	1	N/A	N/A	Business	Social Sciences	N/A	N/A	37	B1_2	5.83	5	10.83	0.83	2	4.5	5.63	4.78	4.67	5.5	5.25	4.5	5	1	5	6	6
SM_IDN_010	IDN	65	68	67	69	1	F	18	1	N/A	N/A	Business	Social Sciences	N/A	N/A	32	B1_1	4.83	4.83	9.66	0	2	3.38	4.63	4.22	3.33	4.75	4.25	2.75	4.25	5	5	4	5
SM_IDN_011	IDN	59	46	50	50	1	F	21	1	N/A	N/A	Business	Social Sciences	N/A	N/A	30	B1_1	4.67	5	9.67	-0.33	3.5	4.5	5	4.56	4.67	5	5	4.5	4.5	5	5	5	5
SM_IDN_012	IDN	108	112	115	86	2	F	22	1	N/A	N/A	Business	Social Sciences	N/A	N/A	33	B1_1	3.83	5	8.83	-1.17	3.5	4	4.25	4.78	3.33	4.75	4.25	3.75	3.75	3	3	4	3
SM_IDN_013	IDN	121	124	131	96	0	M	22	1	N/A	N/A	Business	Social Sciences	N/A	N/A	45	B1_2	5.5	3.17	8.67	2.33	2.5	4.38	4.88	4.89	3.89	4.75	4.5	5	4.25	5	4	5	4
SM_IDN_014	IDN	88	112	125	125	2	M	19	1	N/A	N/A	Business	Social Sciences	N/A	N/A	43	B1_2	4.83	5.67	10.5	-0.84	1	3.38	3.5	3.11	3.22	4.25	4.25	2.75	2.5	1	5	5	3
SM_IDN_015	IDN	99	85	92	80	2	M	20	1	N/A	N/A	Business	Social Sciences	N/A	N/A	33	B1_1	5.33	4.83	10.16	0.5	5	4	4.25	5.11	3.33	4.5	4	4	4	2	4	5	4
SM_IDN_016	IDN	101	101	119	113	2	F	19	1	N/A	N/A	Business	Social Sciences	TOEIC	750 	42	B1_2	5.67	4.5	10.17	1.17	5	5.38	5.5	5.33	5.44	5	5.75	5	6	4	5	4	6
SM_IDN_017	IDN	125	105	107	103	1	M	19	2	N/A	N/A	Business	Social Sciences	N/A	N/A	37	B1_2	5.5	5.33	10.83	0.17	1	4.25	5.25	4.78	3.89	5.5	5.25	4	4.25	5	4	4	5
SM_IDN_018	IDN	91	100	110	123	3	M	21	2	N/A	N/A	Business	Social Sciences	N/A	N/A	36	B1_2	4.33	5.5	9.83	-1.17	4.5	5.13	4.88	5.11	4.78	5	5.25	4.75	5	4	5	5	4
SM_IDN_019	IDN	76	65	57	79	1	M	21	2	N/A	N/A	Business	Social Sciences	N/A	N/A	33	B1_1	3.17	3.33	6.5	-0.16	2	3.13	3.38	3.11	3.11	4	3	3	3	3	3	3	3
SM_IDN_020	IDN	127	112	119	119	3	F	22	4	N/A	N/A	Letters	Humanities	N/A	N/A	19	A2_0	4.33	4.5	8.83	-0.17	5	6	4	5	5	5	5	5	5	4	5	5	5
SM_IDN_021	IDN	98	108	106	53	1	F	22	4	N/A	N/A	Letters	Humanities	N/A	N/A	27	B1_1	5.17	5.17	10.34	0	1	2.25	4.38	3.44	2.67	4.5	3	2.75	3	2	3	5	5
SM_IDN_022	IDN	121	129	93	105	2	F	21	4	N/A	N/A	Letters	Humanities	N/A	N/A	38	B1_2	4.5	3.5	8	1	1.5	2.88	5	3.67	3.67	3.75	4.5	3.5	4	3	3	4	3
SM_IDN_023	IDN	70	66	73	68	3	F	21	4	N/A	N/A	Letters	Humanities	N/A	N/A	29	B1_1	5.83	4.67	10.5	1.16	3	4.25	5.5	4.89	4.44	4.75	5	5.25	4.5	5	6	6	6
SM_IDN_024	IDN	117	152	118	113	1	M	18	1	N/A	N/A	Business	Social Sciences	N/A	N/A	32	B1_1	4.83	4.83	9.66	0	2	3.38	4.63	4.22	3.33	4.75	4.25	2.75	4.25	5	5	4	5
SM_IDN_025	IDN	87	89	97	100	1	F	25	4	1	N/A	Letters	Humanities	TOEFL (PBT)	525 	32	B1_1	3.83	2.67	6.5	1.16	1	3	6	4.11	4.11	4.5	4.5	4.5	4.5	4	4	4	2
SM_IDN_026	IDN	99	107	104	85	1	F	28	4	N/A	N/A	Letters	Humanities	N/A	N/A	26	B1_1	4.33	3.5	7.83	0.83	3	4	3.88	4.67	3	4.25	4.25	3.5	3.75	3	3	3	3
SM_IDN_027	IDN	78	87	84	97	3	M	20	4	N/A	N/A	Informatics	Sciences & Technology	N/A	N/A	29	B1_1	3.67	5.83	9.5	-2.16	1	2.25	2.63	2	2.56	2.25	2	2	3.5	1	6	5	4
SM_IDN_028	IDN	59	65	35	37	1	M	20	2	N/A	N/A	Informatics	Sciences & Technology	TOEFL (iBT)	70 	42	B1_1	3.67	5.83	9.5	-2.16	1	2.25	2.63	2	2.56	2.25	2	2	3.5	1	6	5	4
SM_IDN_029	IDN	43	54	49	49	2	M	19	4	N/A	N/A	Informatics	Sciences & Technology	N/A	N/A	25	B1_1	5	5	10	0	4	5	4	4.44	4.44	4.5	4.5	4.5	4.5	5	5	5	5
SM_IDN_030	IDN	96	108	82	91	1	F	30	4	N/A	N/A	Engineering	Sciences & Technology	TOEIC	870 	26	B2_0	4.5	5.5	10	-1	4.5	4.88	5.5	5.33	4.89	5.25	5.75	4.5	5.25	6	5	6	4
SM_IDN_031	IDN	80	57	69	56	1	M	19	2	N/A	N/A	Information Technology	Sciences & Technology	N/A	N/A	40	B1_2	5.33	4.67	10	0.66	3	3	3	3	3	3	3	3	3	3	3	3	3
SM_IDN_032	IDN	79	71	84	68	2	M	23	4	N/A	N/A	Computer Science	Sciences & Technology	IELTS	8 	44	B2_0	4.5	3.33	7.83	1.17	1.5	3.38	3.63	1.89	4.67	3.25	3.75	3.5	3.5	3	4	4	5
SM_IDN_033	IDN	74	79	75	70	3	M	19	2	N/A	N/A	Informatics	Sciences & Technology	N/A	N/A	39	B1_2	5	5	10	0	4	4	4	4	4	4	4	4	4	4	4	4	4
SM_IDN_034	IDN	101	101	101	81	3	F	20	4	N/A	N/A	Product Design	Sciences & Technology	N/A	N/A	30	B1_1	3.67	5.83	9.5	-2.16	1	2.25	2.63	2	2.56	2.25	2	2	3.5	1	6	5	4
SM_IDN_035	IDN	76	87	81	80	1	F	21	3	N/A	N/A	English	Humanities	TOEFL (PBT)	550 	34	B1_2	5	4.83	9.83	0.17	3	4.25	6	4.78	5	5.25	5.25	5	5	4	5	5	5
SM_IDN_036	IDN	102	79	71	100	1	F	21	3	N/A	N/A	English	Humanities	TOEFL (PBT)	503 	30	B1_1	4.67	5.33	10	-0.66	4	2.88	5	4.22	3.67	3.5	4.25	3	5	5	3	5	6
SM_IDN_037	IDN	146	145	143	124	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	515 	42	B1_1	4.67	4.83	9.5	-0.16	2.5	3.5	4.63	4	3.78	3.75	4.75	3.5	4.25	4	5	5	5
SM_IDN_038	IDN	69	139	52	76	2	F	20	1	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	400 	40	A2_0	5.67	5.17	10.84	0.5	3	5.13	5.38	5.44	4.56	5.25	5.5	5	5.25	6	6	6	6
SM_IDN_039	IDN	93	111	106	111	2	F	19	3	N/A	N/A	English	Humanities	TOEFL (PBT)	450 	28	A2_0	5.33	5.33	10.66	0	1.5	4.25	4.5	4	4.11	3.75	4.5	4.5	4.75	2	5	5	4
SM_IDN_040	IDN	107	124	115	96	1	F	21	3	N/A	N/A	English 	Humanities	TOEFL (PBT)	480 	32	A2_0	5.5	3.67	9.17	1.83	3.5	2.63	4.88	3.89	3.56	4.25	3.75	3	4	5	5	5	5
SM_IDN_041	IDN	134	146	133	135	2	F	24	M	N/A	N/A	Linguistics	Humanities	TOEFL (PBT)	560 	43	B1_2	5.5	5.83	11.33	-0.33	3	4.75	4.88	4.89	4.33	4.25	5.25	4	5.75	6	5	6	6
SM_IDN_042	IDN	85	78	106	98	1	F	21	3	N/A	N/A	English 	Humanities	TOEFL (PBT)	491 	40	B1_1	4.83	3.67	8.5	1.16	3	4.38	4.38	4.22	4.22	4.5	5	3.75	4.25	3	5	5	5
SM_IDN_043	IDN	89	86	92	96	2	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	557 	42	B1_2	5.17	4.83	10	0.34	4.5	5	5.13	5.22	4.78	5.5	5.25	4.75	4.75	6	6	6	6
SM_IDN_044	IDN	100	104	102	102	1	F	21	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	470 	38	A2_0	4.83	5.17	10	-0.34	2	3.13	5	3.89	3.78	4.75	4.25	3.5	3.75	3	5	5	5
SM_IDN_045	IDN	81	65	57	81	1	F	23	4	N/A	N/A	Education	Humanities	TOEFL (PBT)	423 	44	A2_0	5.17	5.5	10.67	-0.33	3	4.88	5	5	4.44	5.5	5	4.5	4.75	6	6	6	6
SM_IDN_046	IDN	84	56	62	53	1	F	22	4	N/A	N/A	Arabic	Humanities	N/A	N/A	25	B1_1	5.67	4.33	10	1.34	1	1.88	4.25	3.33	2.33	3	3	3	3.25	5	5	6	5
SM_IDN_047	IDN	89	98	86	87	2	M	21	4	N/A	N/A	English	Humanities	TOEFL (PBT)	449 	33	A2_0	5.17	5.5	10.67	-0.33	2.5	2.63	4.25	3.67	3	4.25	3	3.25	3.25	6	5	6	6
SM_IDN_048	IDN	100	118	92	92	2	F	21	1	N/A	N/A	English	Humanities	TOEFL (PBT)	500 	35	B1_1	5.67	4	9.67	1.67	1	2	4.88	3.33	3	3.25	3.5	3.25	3.75	5	6	5	6
SM_IDN_049	IDN	106	121	77	102	3	F	23	4	N/A	N/A	Arabic	Humanities	TOEFL (PBT)	483 	43	A2_0	5.5	5.17	10.67	0.33	3	4.63	4.63	4.56	4.33	5.25	5	4.25	4	6	6	6	6
SM_IDN_050	IDN	113	134	116	101	2	F	22	4	N/A	N/A	English	Humanities	TOEFL (PBT)	517 	42	B1_1	5.67	4.83	10.5	0.84	2	4	5	4.11	4.33	4.25	4.75	5	4	6	4	5	5
SM_IDN_051	IDN	85	84	82	93	1	M	24	4	N/A	N/A	English	Humanities	TOEFL (PBT)	483 	34	A2_0	4.67	5	9.67	-0.33	1	3.63	4.13	3.89	3.22	3.75	4.25	3.5	4	4	4	4	6
SM_IDN_052	IDN	92	63	86	95	1	M	23	4	N/A	N/A	Islamic Studies	Humanities	N/A	N/A	21	A2_0	4	3.17	7.17	0.83	1	1.25	2.38	1.67	1.78	1.5	2.5	1.5	1.75	2	2	1	3
SM_IDN_053	IDN	75	73	74	56	0	F	22	1	N/A	N/A	Arabic	Humanities	TOEFL (PBT)	413 	37	A2_0	5.33	5	10.33	0.33	2	4.13	5	4.67	3.89	4	5.25	4	5	6	6	5	5
SM_IDN_054	IDN	97	79	95	96	1	F	20	4	N/A	N/A	English Linguistics	Humanities	TOEFL (PBT)	400 	38	A2_0	5.67	3.33	9	2.34	4	5.5	5.88	5.67	5.33	6	5.75	5.5	5.5	3	5	4	4
SM_IDN_055	IDN	75	105	103	105	1	F	20	3	N/A	N/A	English	Humanities	TOEFL (PBT)	500 	40	B1_1	5	4.5	9.5	0.5	2	3.88	3.63	3.78	3.33	3.75	3.5	3	4.75	3	3	5	5
SM_IDN_056	IDN	149	166	155	126	1	F	19	3	N/A	N/A	English	Humanities	TOEFL (PBT)	455 	37	A2_0	3.5	4.83	8.33	-1.33	2	4.13	5	4.44	4.11	4.75	4.75	4.5	4.25	5	5	6	5
SM_IDN_057	IDN	81	90	75	71	0	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	520 	34	B1_1	4.67	4.5	9.17	0.17	2	2.63	3.88	3.11	3.11	4	3.75	2.25	3	5	5	4	4
SM_IDN_058	IDN	117	140	135	123	1	F	21	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	500 	43	B1_1	4.5	3.83	8.33	0.67	5	3.75	4.38	4.22	4.11	4	4	4.75	3.5	5	5	5	5
SM_IDN_059	IDN	157	109	119	145	2	F	19	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	460 	45	A2_0	4.83	5.17	10	-0.34	2	2.63	5	3.78	3.44	4	3.75	3.75	3.75	3	5	6	6
SM_IDN_060	IDN	161	167	151	153	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	486 	24	A2_0	4.5	3.67	8.17	0.83	2	3	3.63	3.89	2.44	3.5	3.5	3	3.25	3	3	5	5
SM_IDN_061	IDN	123	134	133	139	1	F	20	3	N/A	N/A	English	Humanities	TOEFL (PBT)	553 	44	B1_2	5.17	5.17	10.34	0	4	4.25	4.63	4.33	4.44	4.75	4.5	4.25	4.25	5	6	6	5
SM_IDN_062	IDN	152	135	130	136	1	F	21	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	462 	45	A2_0	4.5	4.67	9.17	-0.17	3	4.5	5.13	4.78	4.44	5	5	4.25	5	6	6	6	6
SM_IDN_063	IDN	116	82	82	91	2	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	450 	26	A2_0	5	5.67	10.67	-0.67	2.5	4.13	4	3.67	4.11	5	4	3.5	3.75	5	6	6	5
SM_IDN_064	IDN	86	80	94	70	1	F	19	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	473 	40	A2_0	6	5.17	11.17	0.83	2.5	4.13	5	4.33	4.33	5	5.5	3	4.75	5	6	6	6
SM_IDN_065	IDN	77	77	65	71	2	F	20	1	N/A	N/A	English	Humanities	TOEFL (PBT)	500 	41	B1_1	6	5.67	11.67	0.33	3	4.75	5	4.67	4.67	5	5	4.5	5	4	4	4	5
SM_IDN_066	IDN	113	109	119	117	1	F	19	3	N/A	N/A	American Studies	Humanities	TOEFL (PBT)	503 	42	B1_1	4.5	5	9.5	-0.5	2.5	4.63	5.63	4.78	4.89	5.75	4.5	5	5.25	4	6	5	5
SM_IDN_067	IDN	117	79	96	131	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	500 	39	B1_1	4.83	5	9.83	-0.17	2	3.25	5	4	3.78	4.75	4.5	3.5	3.75	5	6	6	6
SM_IDN_068	IDN	179	191	139	141	2	F	19	3	N/A	N/A	American Studies	Humanities	TOEFL (PBT)	507 	37	B1_1	4.67	5.33	10	-0.66	2.5	4.63	5.5	5.11	4.44	5	5.25	4.75	5.25	3	4	5	5
SM_IDN_069	IDN	132	129	121	102	2	F	20	4	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	453 	41	A2_0	4.33	4.83	9.16	-0.5	4	4.25	5.13	5	4.22	5.25	5.25	3.75	4.5	5	4	5	4
SM_IDN_070	IDN	131	119	123	128	1	F	20	3	N/A	N/A	English	Humanities	TOEFL (PBT)	465 	45	A2_0	5	4.33	9.33	0.67	2	4.25	4.88	4.22	4.33	4.75	4.5	4.75	4.25	5	5	5	5
SM_IDN_071	IDN	108	126	112	107	1	F	19	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	510 	43	B1_1	5.67	4.33	10	1.34	2	4.63	5.38	4.56	4.78	5.25	5.25	4.5	5	5	6	5	6
SM_IDN_072	IDN	128	140	149	143	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	5.17	4.83	10	0.34	4.5	5.25	5.38	5.11	5.33	5.75	5.25	5.5	4.75	6	5	5	5
SM_IDN_073	IDN	142	126	111	125	3	F	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	45	B1_2	5.33	5.33	10.66	0	3	4.75	5.5	4.89	4.89	5.5	5	5	5	4	5	5	5
SM_IDN_074	IDN	111	114	107	93	2	F	20	3	N/A	N/A	English	Humanities	TOEFL (PBT)	500 	47	B1_1	4.67	4.83	9.5	-0.16	3.5	3.5	4.63	4.22	3.78	4.25	3.75	4.25	4	5	5	5	5
SM_IDN_075	IDN	131	134	116	118	1	F	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	36	B1_2	5.17	4.83	10	0.34	4	3.75	4.25	3.22	4.78	4.25	4.25	3.25	4.25	5	5	5	5
SM_IDN_076	IDN	75	72	60	78	2	F	25	1	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	500 	34	B1_1	5.33	5.17	10.5	0.16	3	3.63	4.75	4.11	4	4.5	4.5	3.5	4.25	5	5	5	5
SM_IDN_077	IDN	131	139	115	139	2	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	470 	44	A2_0	5.83	5.17	11	0.66	5	5	5.38	5	5.33	5.75	5.5	4.75	4.75	5	5	6	5
SM_IDN_078	IDN	66	63	58	67	0	F	20	3	N/A	N/A	Literature	Humanities	TOEFL (PBT)	405 	41	A2_0	4.83	5.5	10.33	-0.67	5	5	4	4.56	4.56	4.5	4.5	4.5	4.5	5	5	5	5
SM_IDN_079	IDN	79	104	96	99	1	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	5	4.33	9.33	0.67	2	4.25	4.88	4.22	4.33	4.75	4.5	4.75	4.25	5	5	5	5
SM_IDN_080	IDN	69	75	91	89	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	435 	43	A2_0	3.83	4.17	8	-0.34	5	3.38	4.38	4.11	3.89	4.75	3.75	3.5	3.5	3	4	4	3
SM_IDN_081	IDN	110	90	92	78	1	F	19	3	N/A	N/A	English	Humanities	N/A	N/A	40	B1_2	4.33	3.5	7.83	0.83	3	2.5	4.38	3.44	3.33	3.75	3.25	3.5	3.25	2	4	4	5
SM_IDN_082	IDN	86	76	86	100	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	450 	38	A2_0	4.67	5	9.67	-0.33	4	4.13	5	5	4	5	4.25	5	4	6	6	6	0
SM_IDN_083	IDN	82	80	80	94	1	F	20	3	N/A	N/A	English Literature	Humanities	TOEFL (PBT)	500 	37	B1_1	4.67	5.33	10	-0.66	3.5	4.38	4.75	5.11	3.78	5	4.25	4.25	4.75	6	5	5	5
SM_IDN_084	IDN	108	139	113	116	2	F	21	3	N/A	N/A	English Literature	Humanities	N/A	N/A	41	B1_2	3.5	4.67	8.17	-1.17	2.5	3.25	4.13	3.78	3.33	4.75	3.75	2.25	4	3	4	5	3
SM_IDN_085	IDN	124	129	105	111	2	F	20	3	N/A	N/A	English	Humanities	N/A	N/A	46	B1_2	4.67	4.83	9.5	-0.16	4	4.25	4.5	4.33	4.33	4.5	4.5	4.25	4.25	5	5	5	5
SM_IDN_086	IDN	83	83	123	105	1	M	20	3	N/A	N/A	English	Humanities	N/A	N/A	45	B1_2	5.33	5	10.33	0.33	3.5	3.88	5.13	4.22	4.56	4.5	4.5	4.25	4.75	4	5	5	5
SM_IDN_087	IDN	169	176	131	125	1	F	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	48	B2_0	4.67	5.33	10	-0.66	1	3.88	5.38	4.56	3.89	5.5	5	3.75	4.25	6	6	5	6
SM_IDN_088	IDN	148	142	93	78	2	M	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	37	B1_2	4.5	5.33	9.83	-0.83	2.5	2.88	4.5	4	3.11	4.25	3.75	3.5	3.25	3	3	5	5
SM_IDN_089	IDN	97	63	76	62	2	M	20	3	N/A	N/A	English Literature	Humanities	N/A	N/A	37	B1_2	4.5	5.33	9.83	-0.83	2.5	2.88	4.5	4	3.11	4.25	3.75	3.5	3.25	3	3	5	5
